"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ch-allergyintolerance","AllergyIntolerance.patient","AllergyIntolerance.patient","","Patient
","",1,1,"","","Y","Reference {[]} {[CanonicalType[http://fhir.ch/ig/ch-core/StructureDefinition/ch-core-patient]]}
","Who the sensitivity is for","The patient who has the allergy or intolerance.","","","","","","","","","",,,,,"",,,,"AllergyIntolerance.patient",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-allergyintolerance","AllergyIntolerance.encounter","AllergyIntolerance.encounter","","","",0,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Encounter]]}
","Encounter when the allergy or intolerance was asserted","The encounter when the allergy or intolerance was asserted.","","","","","","","","","",,,,,"",,,,"AllergyIntolerance.encounter",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-allergyintolerance","AllergyIntolerance.onset[x]","AllergyIntolerance.onset[x]","","","",0,1,"","","","dateTime {[]} {[]}
Age {[]} {[]}Period {[]} {[]}Range {[]} {[]}string {[]} {[]}","When allergy or intolerance was identified","Estimated or actual date,  date-time, or age when allergy or intolerance was identified.","","","","","","","","","",,,,,"","type:$this}
","",,"open","AllergyIntolerance.onset[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-allergyintolerance","AllergyIntolerance.onset[x]:onsetDateTime","AllergyIntolerance.onset[x]","onsetDateTime","","",0,1,"Y","","","dateTime {[]} {[]}
","When allergy or intolerance was identified","Estimated or actual date,  date-time, or age when allergy or intolerance was identified.","","","","","","","","","",,,,,"",,,,"AllergyIntolerance.onset[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-allergyintolerance","AllergyIntolerance.recordedDate","AllergyIntolerance.recordedDate","","","",0,1,"","","","dateTime {[]} {[]}
","Date first version of the resource instance was recorded","The recordedDate represents when this particular AllergyIntolerance record was created in the system, which is often a system-generated date.","","","","","","","","","",,,,,"",,,,"AllergyIntolerance.recordedDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-allergyintolerance","AllergyIntolerance.recorder","AllergyIntolerance.recorder","","Author
","",0,1,"","","","Reference {[]} {[CanonicalType[http://fhir.ch/ig/ch-core/StructureDefinition/ch-core-practitioner], CanonicalType[http://fhir.ch/ig/ch-core/StructureDefinition/ch-core-practitionerrole], CanonicalType[http://fhir.ch/ig/ch-core/StructureDefinition/ch-core-patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson]]}
","Who recorded the sensitivity","Individual who recorded the record and takes responsibility for its content.","","","","","","","","","",,,,,"",,,,"AllergyIntolerance.recorder",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-allergyintolerance","AllergyIntolerance.asserter","AllergyIntolerance.asserter","","Source
Informant","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://fhir.ch/ig/ch-core/StructureDefinition/ch-core-practitioner], CanonicalType[http://fhir.ch/ig/ch-core/StructureDefinition/ch-core-practitionerrole], CanonicalType[http://fhir.ch/ig/ch-core/StructureDefinition/ch-core-patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson]]}
","Source of the information about the allergy","The source of the information about the allergy that is recorded.","The recorder takes responsibility for the content, but can reference the source from where they got it.","","","","","","","","",,,,,"",,,,"AllergyIntolerance.asserter",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-allergyintolerance","AllergyIntolerance.lastOccurrence","AllergyIntolerance.lastOccurrence","","","",0,1,"","","","dateTime {[]} {[]}
","Date(/time) of last known occurrence of a reaction","Represents the date and/or time of the last known occurrence of a reaction event.","This date may be replicated by one of the Onset of Reaction dates. Where a textual representation of the date of last occurrence is required e.g. 'In Childhood, '10 years ago' the Comment element should be used.","","","","","","","","",,,,,"",,,,"AllergyIntolerance.lastOccurrence",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-allergyintolerance","AllergyIntolerance.note","AllergyIntolerance.note","","","",0,*,"","","","Annotation {[]} {[]}
","Additional text not captured in other fields","Additional narrative about the propensity for the Adverse Reaction, not captured in other fields.","For example: including reason for flagging a seriousness of 'High Risk'; and instructions related to future exposure or administration of the substance, such as administration within an Intensive Care Unit or under corticosteroid cover. The notes should be related to an allergy or intolerance as a condition in general and not related to any particular episode of it. For episode notes and descriptions, use AllergyIntolerance.event.description and  AllergyIntolerance.event.notes.","","","","","","","","",,,,,"",,,,"AllergyIntolerance.note",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-allergyintolerance","AllergyIntolerance.reaction","AllergyIntolerance.reaction","","","",0,*,"Y","","","BackboneElement {[]} {[]}
","Adverse Reaction Events linked to exposure to substance","Details about each adverse reaction event linked to exposure to the identified substance.","","","","","","","","","",,,,,"",,,,"AllergyIntolerance.reaction",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"ch-allergyintolerance","AllergyIntolerance.reaction.id","AllergyIntolerance.reaction.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
